传球给三秒后的自己
哈哈哈哈哈哈哈哈哈哈或或
来了
正道的光
我操，这个人好猥琐。
哈哈哈哈哈哈哈
开始抢劫
感谢绿字
？？？？？？？？？？？？？？？
死神来抢劫了
死神来收人了
？？？？？？？？？？？？？
德 莱 文
？？？？？？？？？？？？？？？？？
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
真《自杀小队》
我觉得弹幕里面个个都是人才
灭口先锋
星星的职业
哈哈哈哈哈哈
戏台上的老将军
绿色，泪目了
⊙∀⊙？都在lashi啊哈哈哈哈哈哈哈哈哈
太狡猾了
《火灾扫把星老番茄》
死神，来收人了！
...
泪目
都得死！！！！！！
哈哈哈哈哈哈哈哈哈哈哈
这个时候上厕所
BGM是电影promare的原声，泽野大神的音乐
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
共享杀手
啊这
死了死了
性命第一？？
敌不动我不动
死神，来收人了
啊这。。
You free now
一个叫做老番茄的杀手点燃了个屋子，又有一个叫做老番茄的消防员过来灭火
？？？？？？？？
都 救 出 来 了
？？？？？？？？？？？
科普个寂寞
哈哈哈哈哈哈哈哈哈
给！阿！姨！玩！手！机！奇！诺！
正解，救人的先疯
人质克星。
烈士
promare？
死神，来收人了
胖
滴滴打火
英雄不朽
下次一定
哈哈哈哈哈哈哈哈哈
嗷嗷，在这
噫！好了！我中了！
哈哈哈哈哈哈哈哈哈哈
在天堂没有厕所。
全场最佳：小周
上音联盟的等等我
笑死了
泪目
愿天堂没有老番茄
泪目
哈哈哈 笑死我了
死神，来丢人了
哈哈哈哈
秘制小汉堡
爆燃？？？
丢死人了
那个电风扇是吹毒气的应该是
美团消防员
死神，来收人了
死神，来收人了。
来了
啦啦啦啦啦
哈哈哈哈哈哈哈哈high哈哈哈
玩尼玛呢
拉尼玛呢
你干嘛呢啊你
别挣扎了别挣扎了
我们另辟蹊径
摔死了
250哈哈哈哈哈哈
硬关硬关！！
关了关了关了okokok
看能不能把你救出去奥
在这里有人不
黑人抬尸
啊天哪听上去好土味（小声）
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
啊这些人怎么心这么大呢
大半夜着火了全在厕所间待着
什么东西这么好玩让我也看看
我这能当消防……嗬
看看一楼还有没有别的人
没了没了没了
阿姨走了阿姨
我先救离我近的！
好了 那我们完成这次的任务
哦哟 suai来兮
哎这玻璃
哦哟 suai来兮
全部都是optional
先来救客户
诶不对这个里面会爆炸
我来救你我来救你兄弟
人没事就好
啊这里还有一个
哎哟这都是钱
哈哈哈哈
好了好了走了兄弟
一楼没有 都在二楼
起飞~
诶你怎么晕了呀兄弟
你好
没想到吧 从你后面过来的
电视机坏了 算了
这什么破烂玩意儿
催更躲猫猫就差你了[doge]
游戏名:互       射      
死人来收神了
红色字幕君nb！！！
shit！！！！！
接单？
安            全                了
投篮模拟器:双杀
三杀！！！
死神来收人了
遇难者：你不要过来啊md
逐渐从消防员变成死神
想吃东西了……快餐店
死神，来收人了
弹幕
他正在看老番茄的视频
白   骨   精
阿姨？？？？？？？？？？？
哈哈哈
丢死人了
泪目
催更一人血书
不用担心，你们会死的
死神，来救人了。
哈哈哈哈哈哈哈哈
正在乱扔你们
bgm好评
拿着她拿着她
火灾摔死
希望人没——逝
芜湖
耻辱玩家直呼内行
嚄
刘一帆你在看嘛咕嘿嘿要加油啊
哈哈哈
哈哈哈哈
哈哈哈哈
死了就不是人了
直播啊啊啊
表白下方字幕
保护客户的遗体
哈哈哈哈哈哈哈哈哈哈哈哈哈哈或
hhhhhhhhhhhhhhhhhh
嘶
死神用来收人头了
搞比利
QJ俺妹
bob老死
全都怪我~该沉默时是不沉默
死神，来收人了
死神，来收入了
哈哈哈哈哈哈哈哈哈
我特么谢谢你哦，消防员同志
爱---心---裤---衩
《责任》
把人扔死的各种方式
水调割头
哈哈哈哈哈
泪目
250
泪目
毒气来源发现！
羊来了？
催更
他们还在玩手机
芜湖～
promare
dobby is free！！！
《熟练》
都给我哭
泪目
die到应该去的地方
脱臼的兄弟真惨
希望人没事
，
热乎的
中国boy职业
蕾丝别闹！
吃饱了
阿巴阿巴
死神，来收人了？？？
250
第五人格？？
命没了，飞机就打不了了
没接住
hhhhh
噫，好，我中了
free啊哈哈哈哈
哈哈哈哈哈哈
灭 人 先 锋
哈哈哈哈
色迈特：切！
泪目
表白下方蓝色字幕君
人怕不是被烧死的，而是被摔死的
？？？？？
死神，来收人了
凑在一起打游戏
共享杀手
据哈哈哈哈哈哈哈哈
所谓杀手就是在别人不经意间将人杀死
投篮游戏
弹幕里的个个都是人才，说话还好听
哈哈
玩
听着，所谓杀手
杀手!!!
希望人没事
上帝之手
杀手!!!
记住这句话
嘿
催
哈哈哈哈哈哈
这叫紧急避险？
强迫症难受
RIP
RIP
泪目
一秒白化
666
刘梅嘿
老希望工程了
芜湖
阿消：走开走开
当发生火灾时，如果随意开门，很可能会让大量的氧气涌入，造成火势变大。开门前应先用手触摸门把锁，如果门锁温度很高，或有烟雾从门缝中往里钻，则说明大火或浓烟已封锁房门出口，此时千万别贸然打开房门。
泪目
反向教程
。
不能随便开门啊 会爆燃的
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈救命
hhhhh哈哈哈哈哈哈哈哈哈哈哈哈笑死
哈哈哈哈哈哈
艾玛笑死我了哈哈哈哈
戴安娜，任务是什么？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈sa费苦心可还行哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
利用器材逃生『如浸湿的毛巾，毛衣等物品』
感谢绿色科普君
死神来丢人了
哈哈哈哈哈哈哈哈哈哈哈哈
你 安 全 了
催更
自由美利坚
三   不   沾
跳 投 三 不 沾
我怎么炸了呀！
还
正道的光
《原来当消防员这么简单》
希望阿姨出事
《 原来当消防员这么简单 》
马超哈哈哈
感谢科普君
die到应该去的地方
所谓杀手
希望人没事
老希望工程了
危
250……
每人死一次
兄————————弟——————————！
r6玩家
笑死了
手里射出来的那些东西就是这期视频
催更
催更催更
泪目
谋杀？；？
死神：扔到了
感谢
那个芭莎的老龟龟了
？？？？
NB
女生还是三秒到达战场请做好准备死神出击
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
死神的收割，他来
有没有发现扔到铁栅栏上会碰s
泪目
我们赶紧把这个人，，带到应该去的地方
蕾姆
我们赶紧把这个人带到应该去的地方
不要刷别的up呀小可爱容易败坏路人缘啊
杀手
这是杀手的新系列吗
死神的
泪目
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
6+
10..........0.0
中国拜公司职员
救人心切
茄哥老上海人了
带球冲锋
这。。。。。好晕
哈哈哈哈哈
死神来收人了
这个投篮游戏甚至可以救人
哈哈哈哈哈哈哈哈哈哈哈哈
丢死人了
哈哈哈哈哈哈哈哈哈哈哈哈
老圣女果
6
哈哈哈哈哈哈哈哈哈哈
塞来昔
You are free now!
直接摔成白骨
25
hhhhh
羊叫？？
你活了
你免费了
哈哈哈哈哈
老死神了
哈哈哈哈哈哈哈好惨
哈哈哈哈哈 你爸跟你玩过这个游戏
死神，来收人了
死神，来收人了
老番茄丢死人了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
听着，所谓杀手[doge]
你免费了
撒旦之光
哈哈哈哈哈老仿生人了
哈哈哈
我活着真是个奇迹
梅开二度
哈哈哈哈哈哈哈哈哈
我挺害怕的
玩呗！
下次一定
FBI！！！Open the door！
活生生的玩成了小偷模拟器（doge）
下次一定
请问什么游戏呀？？？？
危
杀手后遗症
漂亮姑娘叫我小哥 我反手叫他大姐
死神，来收人了
这画风我喜
这不是拆家吗
消了吗，美团灭火
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我不放心
谋杀？
熟练地抛尸
哈哈哈哈哈哈哈哈哈哈哈
你安全了
死神，来丢人了
wasted
弑君者克星 （大嘘）
太丢人了
通往天国的倒计时
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
听着，所谓杀手必须……
全在玩手机哈哈哈哈哈
人类迷惑行为
哈哈哈哈哈哈
这个好像之前的图
哈哈哈哈哈哈哈哈拉着粑粑唱着歌，突然一下就让消防员整没了
哈哈哈哈哈哈哈哈哈哈或
哈哈哈哈哈哈手误
哈哈哈哈哈哈哈
人类迷惑行为
哎接住接住
哈哈哈哈哈运球过场
玩脱了
芜湖~飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞飞
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
一群人开黑玩游戏
弹幕嘞
凉了 热热还能吃
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
衣柜里的是隔壁王大哥
我就纳闷没法直接拉闸吗
哈哈哈哈哈哈哈哈哈哈
逐渐彩6
未转变者画风
死人，来收神了
♂啊
你再说人就死完了
猫神辣椒酱万岁
感谢绿字
灭活先锋
感谢绿字科普菌
死神，来收人了
哈哈哈哈哈哈哈哈或或或或
哈哈哈哈哈哈哈哈哈哈哈哈哈或或
死神，来收人了
哈哈哈哈哈哈哈哈哈哈哈哈哈
这是爱情开始的地方
老番茄~老番茄~我们马上就到~~
希望人摔死
哎你怎么秃了呀兄弟
烧了么
！promare的bgm
哈哈哈哈哈哈哈马超
宇宙蓝色闪光！
丢死人了
丢人
私房钱
魔鬼营救
死神，来收人了
死神，来丢人了
杀疯了
ohhhhhhhhhh
房：我已经冒浓浓黑烟了
阿消
狂鼠？
不会吧不会吧
当  场  抬  走
消防队：我失业了？》？？？
蕾丝丝漏电了
蕾姆
猫神撅万岁
哈哈哈哈哈哈哈哈哈哈哈哈哈
上 音 ？
free（自由；免费）双关语，没毛病
哈哈哈哈哈哈
？？？
哈哈哈哈哈哈哈
47是杀手后遗症吧
唯一的五星
人 类 克 星 老 番 茄
250
你  免  费  了
泪目
《你安全了》
笑死了
小美
感谢科普君
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
蕾丝快把电关了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
魔鬼番茄
缘故
相对玩手机
哈哈哈
哈哈哈哈哈哈啊哈哈
致敬【】
哈哈哈哈哈哈哈哈
空手接白骨
把顾老师吐出来！顾老师不能吃！
龚子棋你看看把上音口音传得有多远！
这是夹死了
w
杀手王，杀了无数人。
w
这个家爱了爱了
《你安全了》
哈哈哈哈哈哈哈哈哈哈哈哈哈
泪目
壮     烈     牺     牲
烈火番茄
舍己
客户；刚发生了啥，我全程玩手机啥也不知道
接骨大师
当场火化
他们都在玩手机。..
这是。。。。。蟹堡皇?
泪目
死我/
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
不配合救援死了那有什么好说的
丢人了
泪目
杀手
双杀
感谢字木君
感谢科普君
摔一下就直接死的屑
放火，伪装，，一杀，二杀，死神来收人了
电视什么
哈哈哈哈
杀手后遗症
着火了，先打把游戏冷静一下
我是杀手47
杀手47
不负众望
哈哈哈哈哈哈哈
你安全了
哈哈哈哈哈哈哈
泪目
灭火先锋
死神来丢人了
泪目
为啥我用苹果11看弹幕就少用iPhone 6看弹幕满屏。
《一定会》
《小姐姐》
所有人都得死
哈哈哈哈哈哈哈哈哈
叉烧～
着了么
哈哈哈哈
泪目
职业生涯的一个鹰眼
本来人家开开心心享受火灾，宁给他送了还行
死人！来收神了！
666
老白给了
动力小子
哭哭哭就知道哭
噗哈哈哈
哈哈哈哈哈前面的灭了么要笑死了
飞檐走壁老番茄
哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈
因公殉职
这穿模穿得
以人为本
梅开二度
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哦哦哦
泪目
阿银hhhh
烧房员或许，你是条妹嘛
所有人都得死
搁哪玩r6呢哈哈哈哈
撒旦之光
老番茄该没就没
250
灭口先锋
腊鸡
哈哈哈哈哈哈哈哈哈哈
害怕
不必识我，识我的抢吧!
就这还复旦呢？
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
笑死
笑死
感觉好好玩
火灾时打电脑可以减轻伤痛
泪目
哈哈哈哈哈哈哈哈哈
？最后一单
泪目
泪目
哈哈哈哈哈哈哈哈哈哈
啧
死神，来收人了
老反恐了哈哈哈
机啥
哈哈哈哈哈哈哈
死神没有休息日
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
龙珠的bgm？！
看来通胀很严重啊（狗头）
哼，是防窥膜呢
嗯？你是不是在说我？
死神来收人了
死神来收人了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
47
哈哈哈哈哈哈哈
啊这
看一看啊还有没有人没有救出来的
啊有个人死啦
对不起
是我不好
戴安娜！
梅开二度
这就是复旦之光吗，i了i了！
《烈火英雄》
哈哈哈哈哈哈
哈哈哈
你人没了
哈哈哈哈哈还是没了
老希望工程了
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
▰▰▰▰▰
泪目
我衰死了！
哈哈哈哈哈哈神他爹出道即巅峰
哈哈哈哈哈哈哈哈哈哈哈哈
这明明是小周
对不起我要关弹幕了
感谢绿字君科普
就值250
库里附体！番茄崽子nb
老番茄·库里
老番茄·库里！！！NB
烈士
哈哈哈笑死
笑死
热对流好像
免费接单
猩猩の职业
死神，来收人了
来了来了
？？？？？？？？
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈
感谢科普君。
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
fuze
我爱你
泪目
你安全了，摔*你
我当时打求生之路就是这样。。。
哭哭哭，就知道哭
猫神撅万岁
双厨狂喜
人类克星老番茄
死神，来收人了
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
笑疯了
两开花
哈哈哈哈哈哈哈哈
扔着走
哈哈哈哈哈哈哈哈
救死了可还行
我suai死了
玩脱了
哈哈哈哈哈哈哈哈
我等了你半天五星
哈哈哈哈
？？？？？哈哈哈
哈哈哈哈哈哈哈哈
QAQ画质感人
泪目
刚刚那个“滴滴”音效我还以为我手机响了
感谢绿字科普君 感谢绿字科普君 感谢绿字科普君 感谢绿字科普君 感谢绿字科普君 感谢绿字科普君 感谢绿字科普君 感谢绿字科普君
有的up哭着哭着就笑了
+
未来通胀过的25刀
撒旦之光那个你要笑死我
奇行种
哈哈哈哈
《应该去的地方》
爆燃啊
250哈哈哈
活该
哈哈哈哈哈哈哈哈哈哈哈哈哈
他们还在看手机哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
听着，所谓杀手....
哈哈哈哈哈哈
 太搞笑啦！
哈哈哈哈动量守恒
。
感谢科普君
？？？
死神，来收人了
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
cixong
泪目
老彩虹6号了
《我曾经有个工作》
？？？？
。？？？？？？？
脱臼那个哈哈哈哈哈哈哈哈
躲撤硕是地震的时候啊
这游戏还在测试阶段好像
泪目
怎么没弹幕
着了么可还行
门
能挡我吗
不能挡
我来啦！我来啦！
你干哈呢你
把自己关在房间里
都着火了，还玩手机
哎呀，水要没了
只有四颗星
那就这样了吧
太愧疚了
别挣扎了，别挣扎了，走你
走啦走啦，这边好走
ohhhhhhhhhh    谢特，这边怎么直接炸了
走走走
兄弟赶紧走
我们走室外，走室外
哎，这个地方
先上去，先上去再说
从这里开始
OKOKOKOK。。。
你安全拉！
来啦，救你们来啦
别玩手机拉
走啦，逃命啦
三分球   好
好好好，这边应该还有人
欧呦，好多的电
为了救她，我煞费苦心啊
看能不能把你就出去
我尽力，我尽力啊
不玩趴，不要趴
不行不行，我一定要完成一次任务
天哪，这次是一个夜间的房子，先看一下人在哪
泪目
这回我不会让你们任何一个人
任何一个人命丧黄泉的
所有人都必须救
看一下啊，首先扑灭这个房间的火
我能不说了么
啊，天哪，听上去好古怪
哎，有人，有人
等我来救你
hhh
我来接班，蓝色字幕君！
哎，这人怎么心这么大呢
还有没有人，哎，这里还有一个
你躲这里，你在干嘛
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
什么东西这么好玩，我来看看
这。。。你看这黑屏手机你在干嘛
这把感觉非常的好，救人救的非常顺畅
去吧
OKOKOK好像一楼的人全救没了
剩下二楼剩一个，这边剩一个
看在哪
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
在上面一层楼是吧，上面一层楼
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哎，就在这，人就在这
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
别害怕，别害怕，希望你没事
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
没事没事没事
哎呦没事没事，我摔周，没事没事
关键是您内
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
剩下一个人在这
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
那好办，那好办
哎呦这边火势又大了
算了，无所谓了，关键是，先把人救出来
先扑一点是一点
然后赶紧去救人，赶紧去救人
你好
这我不会丢不进去了吧
额！！！（无能狂怒）
我摔死了
但是没有关系
令我欣慰的是我们火灾现场的当事人
全都幸存了下来
我有点累了，对不起＞人＜
GO GO V
这边还有个小姐姐打电脑呢
哈哈哈哈
别打电脑了，你电脑什么时候都可以打
哈哈哈哈哈哈
你命没了
感谢绿色字幕君
走了走了阿姨 。。。小姐姐 
走了走了走了，看一下还有哪
哇，一楼还有一个客人啊
你敢你好
对不起，对不起啊小姐，这样子感觉走的快一点
真 烈火英雄
好了好了好了，哇，我发现这个游戏正确的玩法
正义的使者，救人的先锋
现在已经有四个人了是吧
有五个人了
看看一楼还有没有什么人
没了没了没了，剩下的全在二楼
这边必有人，这边必有一个
啊在这边，那我都不用灭火了
直接来救人
救人要紧啊，阿姨，走了，阿姨
泪目
打字好累，对不起＞人＜我不想打了
莫名同步了
第一次当字幕君，没想到失败了，对不起＞人＜
雪花飘飘 北风萧萧
payday2？
哈哈哈哈哈
扯所
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
